snapshot_date,product_id,product_name,category,warehouse_id,region,quantity_on_hand,quantity_available,quantity_reserved,reorder_point,days_of_supply,status
2025-08-02,KM-131,KM 131 R,Multi-System,WH-TX-02,Southwest,50,44,6,12,41.2,NORMAL
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-TX-02,Southwest,67,60,7,12,48.7,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-TX-02,Southwest,38,33,5,12,25.9,NORMAL
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-TX-02,Southwest,454,426,28,100,33.3,NORMAL
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-TX-02,Southwest,188,176,12,100,16.5,NORMAL
2025-08-02,ACC-AP 500,AP 500 S Battery,Accessories,WH-TX-02,Southwest,455,432,23,100,37.9,NORMAL
2025-08-02,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-TX-02,Southwest,102,93,9,100,9.7,LOW
2025-08-02,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-TX-02,Southwest,520,457,63,100,46.7,NORMAL
2025-08-02,MS-271,MS 271 Farm Boss,Chainsaws,WH-AZ-01,Southwest,123,109,14,30,32.7,NORMAL
2025-08-02,MS-461,MS 461,Chainsaws,WH-AZ-01,Southwest,162,148,14,30,55.5,NORMAL
2025-08-02,MS-462,MS 462 C-M,Chainsaws,WH-AZ-01,Southwest,151,131,20,30,47.2,NORMAL
2025-08-02,MS-500i,MS 500i,Chainsaws,WH-AZ-01,Southwest,81,74,7,30,22.4,NORMAL
2025-08-02,MS-661,MS 661 C-M,Chainsaws,WH-AZ-01,Southwest,55,51,4,30,19.0,NORMAL
2025-08-02,MS-881,MS 881,Chainsaws,WH-AZ-01,Southwest,106,91,15,30,31.3,NORMAL
2025-08-02,FS-91,FS 91 R,Trimmers,WH-AZ-01,Southwest,68,60,8,40,16.9,NORMAL
2025-08-02,FS-111,FS 111 R,Trimmers,WH-AZ-01,Southwest,216,190,26,40,41.0,NORMAL
2025-08-02,FS-131,FS 131 R,Trimmers,WH-AZ-01,Southwest,192,165,27,40,36.7,NORMAL
2025-08-02,FS-240,FS 240,Trimmers,WH-AZ-01,Southwest,180,154,26,40,39.8,NORMAL
2025-08-02,FS-560,FS 560 C-EM,Trimmers,WH-AZ-01,Southwest,48,45,3,40,10.1,LOW
2025-08-02,FS-FSA 135,FSA 135,Trimmers,WH-AZ-01,Southwest,79,74,5,40,15.7,NORMAL
2025-08-02,BG-BR 430,BR 430,Blowers,WH-AZ-01,Southwest,102,95,7,35,20.5,NORMAL
2025-08-02,BG-BR 600,BR 600,Blowers,WH-AZ-01,Southwest,92,81,11,35,23.5,NORMAL
2025-08-02,BG-BR 700,BR 700,Blowers,WH-AZ-01,Southwest,157,149,8,35,34.2,NORMAL
2025-08-02,BG-BR 800,BR 800 C-E,Blowers,WH-AZ-01,Southwest,144,136,8,35,38.8,NORMAL
2025-08-02,BG-BGA 200,BGA 200,Blowers,WH-AZ-01,Southwest,109,96,13,35,25.1,NORMAL
2025-08-02,HS-82,HS 82 R,Hedge Trimmers,WH-AZ-01,Southwest,60,55,5,20,26.2,NORMAL
2025-08-02,HS-87,HS 87 R,Hedge Trimmers,WH-AZ-01,Southwest,103,94,9,20,41.3,NORMAL
2025-08-02,HS-HL 91,HL 91 K,Hedge Trimmers,WH-AZ-01,Southwest,82,76,6,20,40.4,NORMAL
2025-08-02,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-AZ-01,Southwest,100,89,11,20,52.9,NORMAL
2025-08-02,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-AZ-01,Southwest,73,70,3,20,30.4,NORMAL
2025-08-02,RM-RM 756,RM 756 GC,Lawn Mowers,WH-AZ-01,Southwest,36,32,4,15,18.8,NORMAL
2025-08-02,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-AZ-01,Southwest,82,75,7,15,37.4,NORMAL
2025-08-02,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-AZ-01,Southwest,43,39,4,15,20.9,NORMAL
2025-08-02,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-AZ-01,Southwest,22,20,2,15,12.9,LOW
2025-08-02,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-AZ-01,Southwest,30,27,3,15,16.7,NORMAL
2025-08-02,KM-91,KM 91 R,Multi-System,WH-AZ-01,Southwest,14,13,1,12,11.3,LOW
2025-08-02,KM-111,KM 111 R,Multi-System,WH-AZ-01,Southwest,21,19,2,12,16.7,NORMAL
2025-08-02,KM-131,KM 131 R,Multi-System,WH-AZ-01,Southwest,52,47,5,12,37.8,NORMAL
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-AZ-01,Southwest,29,26,3,12,21.1,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-AZ-01,Southwest,55,52,3,12,41.4,NORMAL
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-AZ-01,Southwest,461,407,54,100,41.2,NORMAL
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-AZ-01,Southwest,158,148,10,100,11.7,LOW
2025-08-02,ACC-AP 500,AP 500 S Battery,Accessories,WH-AZ-01,Southwest,251,234,17,100,19.6,NORMAL
2025-08-02,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-AZ-01,Southwest,432,370,62,100,41.1,NORMAL
2025-08-02,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-AZ-01,Southwest,200,171,29,100,21.2,NORMAL
2025-08-02,MS-271,MS 271 Farm Boss,Chainsaws,WH-FL-01,Southeast,153,142,11,30,45.2,NORMAL
2025-08-02,MS-461,MS 461,Chainsaws,WH-FL-01,Southeast,90,85,5,30,26.6,NORMAL
2025-08-02,MS-462,MS 462 C-M,Chainsaws,WH-FL-01,Southeast,37,33,4,30,10.0,LOW
2025-08-02,MS-500i,MS 500i,Chainsaws,WH-FL-01,Southeast,90,79,11,30,26.4,NORMAL
2025-08-02,MS-661,MS 661 C-M,Chainsaws,WH-FL-01,Southeast,135,117,18,30,40.5,NORMAL
2025-08-02,MS-881,MS 881,Chainsaws,WH-FL-01,Southeast,110,96,14,30,27.1,NORMAL
2025-08-02,FS-91,FS 91 R,Trimmers,WH-FL-01,Southeast,174,151,23,40,38.0,NORMAL
2025-08-02,FS-111,FS 111 R,Trimmers,WH-FL-01,Southeast,27,26,1,40,5.0,CRITICAL
2025-08-02,FS-131,FS 131 R,Trimmers,WH-FL-01,Southeast,227,213,14,40,59.0,NORMAL
2025-08-02,FS-240,FS 240,Trimmers,WH-FL-01,Southeast,114,109,5,40,26.7,NORMAL
2025-08-02,FS-560,FS 560 C-EM,Trimmers,WH-FL-01,Southeast,190,172,18,40,50.3,NORMAL
2025-08-02,FS-FSA 135,FSA 135,Trimmers,WH-FL-01,Southeast,201,184,17,40,52.8,NORMAL
2025-08-02,BG-BR 430,BR 430,Blowers,WH-FL-01,Southeast,156,135,21,35,41.8,NORMAL
2025-08-02,BG-BR 600,BR 600,Blowers,WH-FL-01,Southeast,161,144,17,35,44.2,NORMAL
2025-08-02,BG-BR 700,BR 700,Blowers,WH-FL-01,Southeast,79,73,6,35,18.2,NORMAL
2025-08-02,BG-BR 800,BR 800 C-E,Blowers,WH-FL-01,Southeast,146,133,13,35,30.5,NORMAL
2025-08-02,BG-BGA 200,BGA 200,Blowers,WH-FL-01,Southeast,155,137,18,35,41.8,NORMAL
2025-08-02,HS-82,HS 82 R,Hedge Trimmers,WH-FL-01,Southeast,56,48,8,20,27.0,NORMAL
2025-08-02,HS-87,HS 87 R,Hedge Trimmers,WH-FL-01,Southeast,102,93,9,20,41.2,NORMAL
2025-08-02,HS-HL 91,HL 91 K,Hedge Trimmers,WH-FL-01,Southeast,76,69,7,20,37.9,NORMAL
2025-08-02,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-FL-01,Southeast,96,85,11,20,42.4,NORMAL
2025-08-02,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-FL-01,Southeast,112,98,14,20,56.5,NORMAL
2025-08-02,RM-RM 756,RM 756 GC,Lawn Mowers,WH-FL-01,Southeast,40,35,5,15,24.1,NORMAL
2025-08-02,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-FL-01,Southeast,34,30,4,15,15.5,NORMAL
2025-08-02,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-FL-01,Southeast,41,36,5,15,24.4,NORMAL
2025-08-02,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-FL-01,Southeast,59,55,4,15,39.5,NORMAL
2025-08-02,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-FL-01,Southeast,72,68,4,15,41.1,NORMAL
2025-08-02,KM-91,KM 91 R,Multi-System,WH-FL-01,Southeast,21,20,1,12,14.8,NORMAL
2025-08-02,KM-111,KM 111 R,Multi-System,WH-FL-01,Southeast,30,28,2,12,26.8,NORMAL
2025-08-02,KM-131,KM 131 R,Multi-System,WH-FL-01,Southeast,16,16,0,12,13.2,LOW
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-FL-01,Southeast,59,56,3,12,41.5,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-FL-01,Southeast,39,37,2,12,23.5,NORMAL
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-FL-01,Southeast,505,441,64,100,51.2,NORMAL
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-FL-01,Southeast,440,387,53,100,40.1,NORMAL
2025-08-02,ACC-AP 500,AP 500 S Battery,Accessories,WH-FL-01,Southeast,88,82,6,100,7.4,LOW
2025-08-02,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-FL-01,Southeast,244,231,13,100,19.8,NORMAL
2025-08-02,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-FL-01,Southeast,98,87,11,100,9.1,LOW
2025-08-02,MS-271,MS 271 Farm Boss,Chainsaws,WH-GA-01,Southeast,76,68,8,30,20.7,NORMAL
2025-08-02,MS-461,MS 461,Chainsaws,WH-GA-01,Southeast,70,66,4,30,23.1,NORMAL
2025-08-02,MS-462,MS 462 C-M,Chainsaws,WH-GA-01,Southeast,133,115,18,30,32.9,NORMAL
2025-08-02,MS-500i,MS 500i,Chainsaws,WH-GA-01,Southeast,40,36,4,30,12.2,LOW
2025-08-02,MS-661,MS 661 C-M,Chainsaws,WH-GA-01,Southeast,157,144,13,30,55.6,NORMAL
2025-08-02,MS-881,MS 881,Chainsaws,WH-GA-01,Southeast,41,36,5,30,11.1,LOW
2025-08-02,FS-91,FS 91 R,Trimmers,WH-GA-01,Southeast,85,75,10,40,17.3,NORMAL
2025-08-02,FS-111,FS 111 R,Trimmers,WH-GA-01,Southeast,163,152,11,40,30.9,NORMAL
2025-08-02,FS-131,FS 131 R,Trimmers,WH-GA-01,Southeast,58,51,7,40,11.2,LOW
2025-08-02,FS-240,FS 240,Trimmers,WH-GA-01,Southeast,123,109,14,40,25.0,NORMAL
2025-08-02,FS-560,FS 560 C-EM,Trimmers,WH-GA-01,Southeast,35,32,3,40,7.9,LOW
2025-08-02,FS-FSA 135,FSA 135,Trimmers,WH-GA-01,Southeast,164,147,17,40,32.8,NORMAL
2025-08-02,BG-BR 430,BR 430,Blowers,WH-GA-01,Southeast,147,137,10,35,30.7,NORMAL
2025-08-02,BG-BR 600,BR 600,Blowers,WH-GA-01,Southeast,116,100,16,35,29.8,NORMAL
2025-08-02,BG-BR 700,BR 700,Blowers,WH-GA-01,Southeast,115,105,10,35,24.5,NORMAL
2025-08-02,BG-BR 800,BR 800 C-E,Blowers,WH-GA-01,Southeast,146,125,21,35,35.8,NORMAL
2025-08-02,BG-BGA 200,BGA 200,Blowers,WH-GA-01,Southeast,34,29,5,35,8.0,LOW
2025-08-02,HS-82,HS 82 R,Hedge Trimmers,WH-GA-01,Southeast,24,21,3,20,9.5,LOW
2025-08-02,HS-87,HS 87 R,Hedge Trimmers,WH-GA-01,Southeast,45,39,6,20,21.2,NORMAL
2025-08-02,HS-HL 91,HL 91 K,Hedge Trimmers,WH-GA-01,Southeast,9,9,0,20,3.9,CRITICAL
2025-08-02,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-GA-01,Southeast,96,87,9,20,42.4,NORMAL
2025-08-02,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-GA-01,Southeast,53,46,7,20,21.6,NORMAL
2025-08-02,RM-RM 756,RM 756 GC,Lawn Mowers,WH-GA-01,Southeast,24,21,3,15,10.8,LOW
2025-08-02,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-GA-01,Southeast,85,76,9,15,43.9,NORMAL
2025-08-02,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-GA-01,Southeast,17,15,2,15,8.7,LOW
2025-08-02,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-GA-01,Southeast,86,75,11,15,46.1,NORMAL
2025-08-02,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-GA-01,Southeast,73,68,5,15,35.6,NORMAL
2025-08-02,KM-91,KM 91 R,Multi-System,WH-GA-01,Southeast,26,23,3,12,17.7,NORMAL
2025-08-02,KM-111,KM 111 R,Multi-System,WH-GA-01,Southeast,19,19,0,12,14.5,NORMAL
2025-08-02,KM-131,KM 131 R,Multi-System,WH-GA-01,Southeast,65,59,6,12,53.6,NORMAL
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-GA-01,Southeast,53,48,5,12,46.4,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-GA-01,Southeast,69,65,4,12,56.9,NORMAL
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-GA-01,Southeast,127,120,7,100,9.3,LOW
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-GA-01,Southeast,405,359,46,100,37.9,NORMAL
2025-08-02,ACC-AP 500,AP 500 S Battery,Accessories,WH-GA-01,Southeast,445,399,46,100,41.5,NORMAL
2025-08-02,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-GA-01,Southeast,204,189,15,100,20.2,NORMAL
2025-08-02,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-GA-01,Southeast,69,60,9,100,5.6,CRITICAL
2025-08-02,MS-271,MS 271 Farm Boss,Chainsaws,WH-NC-01,Southeast,95,88,7,30,26.8,NORMAL
2025-08-02,MS-461,MS 461,Chainsaws,WH-NC-01,Southeast,155,136,19,30,39.5,NORMAL
2025-08-02,MS-462,MS 462 C-M,Chainsaws,WH-NC-01,Southeast,102,93,9,30,24.7,NORMAL
2025-08-02,MS-500i,MS 500i,Chainsaws,WH-NC-01,Southeast,127,120,7,30,38.1,NORMAL
2025-08-02,MS-661,MS 661 C-M,Chainsaws,WH-NC-01,Southeast,37,33,4,30,9.0,LOW
2025-08-02,MS-881,MS 881,Chainsaws,WH-NC-01,Southeast,29,25,4,30,8.9,LOW
2025-08-02,FS-91,FS 91 R,Trimmers,WH-NC-01,Southeast,141,125,16,40,25.5,NORMAL
2025-08-02,FS-111,FS 111 R,Trimmers,WH-NC-01,Southeast,131,113,18,40,27.9,NORMAL
2025-08-02,FS-131,FS 131 R,Trimmers,WH-NC-01,Southeast,22,21,1,40,4.2,CRITICAL
2025-08-02,FS-240,FS 240,Trimmers,WH-NC-01,Southeast,151,139,12,40,33.5,NORMAL
2025-08-02,FS-560,FS 560 C-EM,Trimmers,WH-NC-01,Southeast,84,74,10,40,20.5,NORMAL
2025-08-02,FS-FSA 135,FSA 135,Trimmers,WH-NC-01,Southeast,178,157,21,40,34.2,NORMAL
2025-08-02,BG-BR 430,BR 430,Blowers,WH-NC-01,Southeast,147,130,17,35,36.8,NORMAL
2025-08-02,BG-BR 600,BR 600,Blowers,WH-NC-01,Southeast,188,168,20,35,46.8,NORMAL
2025-08-02,BG-BR 700,BR 700,Blowers,WH-NC-01,Southeast,183,157,26,35,41.7,NORMAL
2025-08-02,BG-BR 800,BR 800 C-E,Blowers,WH-NC-01,Southeast,123,106,17,35,29.3,NORMAL
2025-08-02,BG-BGA 200,BGA 200,Blowers,WH-NC-01,Southeast,48,44,4,35,13.5,LOW
2025-08-02,HS-82,HS 82 R,Hedge Trimmers,WH-NC-01,Southeast,82,78,4,20,33.2,NORMAL
2025-08-02,HS-87,HS 87 R,Hedge Trimmers,WH-NC-01,Southeast,104,91,13,20,38.1,NORMAL
2025-08-02,HS-HL 91,HL 91 K,Hedge Trimmers,WH-NC-01,Southeast,75,66,9,20,27.7,NORMAL
2025-08-02,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-NC-01,Southeast,49,46,3,20,17.6,NORMAL
2025-08-02,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-NC-01,Southeast,17,16,1,20,6.6,CRITICAL
2025-08-02,RM-RM 756,RM 756 GC,Lawn Mowers,WH-NC-01,Southeast,41,38,3,15,23.7,NORMAL
2025-08-02,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-NC-01,Southeast,29,28,1,15,18.3,NORMAL
2025-08-02,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-NC-01,Southeast,69,61,8,15,31.5,NORMAL
2025-08-02,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-NC-01,Southeast,54,50,4,15,29.3,NORMAL
2025-08-02,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-NC-01,Southeast,72,69,3,15,41.1,NORMAL
2025-08-02,KM-91,KM 91 R,Multi-System,WH-NC-01,Southeast,37,32,5,12,25.2,NORMAL
2025-08-02,KM-111,KM 111 R,Multi-System,WH-NC-01,Southeast,40,36,4,12,27.6,NORMAL
2025-08-02,KM-131,KM 131 R,Multi-System,WH-NC-01,Southeast,56,51,5,12,48.0,NORMAL
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-NC-01,Southeast,51,47,4,12,35.3,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-NC-01,Southeast,41,35,6,12,28.8,NORMAL
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-NC-01,Southeast,165,144,21,100,12.1,LOW
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-NC-01,Southeast,459,415,44,100,43.3,NORMAL
2025-08-02,ACC-AP 500,AP 500 S Battery,Accessories,WH-NC-01,Southeast,222,194,28,100,20.6,NORMAL
2025-08-02,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-NC-01,Southeast,311,290,21,100,26.5,NORMAL
2025-08-02,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-NC-01,Southeast,526,450,76,100,40.0,NORMAL
2025-08-02,MS-271,MS 271 Farm Boss,Chainsaws,WH-OH-01,Midwest,153,133,20,30,53.7,NORMAL
2025-08-02,MS-461,MS 461,Chainsaws,WH-OH-01,Midwest,93,86,7,30,31.1,NORMAL
2025-08-02,MS-462,MS 462 C-M,Chainsaws,WH-OH-01,Midwest,72,69,3,30,17.8,NORMAL
2025-08-02,MS-500i,MS 500i,Chainsaws,WH-OH-01,Midwest,162,148,14,30,52.6,NORMAL
2025-08-02,MS-661,MS 661 C-M,Chainsaws,WH-OH-01,Midwest,72,64,8,30,19.7,NORMAL
2025-08-02,MS-881,MS 881,Chainsaws,WH-OH-01,Midwest,112,106,6,30,34.8,NORMAL
2025-08-02,FS-91,FS 91 R,Trimmers,WH-OH-01,Midwest,205,176,29,40,48.5,NORMAL
2025-08-02,FS-111,FS 111 R,Trimmers,WH-OH-01,Midwest,206,180,26,40,46.2,NORMAL
2025-08-02,FS-131,FS 131 R,Trimmers,WH-OH-01,Midwest,125,113,12,40,22.7,NORMAL
2025-08-02,FS-240,FS 240,Trimmers,WH-OH-01,Midwest,153,138,15,40,30.8,NORMAL
2025-08-02,FS-560,FS 560 C-EM,Trimmers,WH-OH-01,Midwest,60,55,5,40,14.1,NORMAL
2025-08-02,FS-FSA 135,FSA 135,Trimmers,WH-OH-01,Midwest,176,165,11,40,33.8,NORMAL
2025-08-02,BG-BR 430,BR 430,Blowers,WH-OH-01,Midwest,174,158,16,35,36.9,NORMAL
2025-08-02,BG-BR 600,BR 600,Blowers,WH-OH-01,Midwest,137,127,10,35,28.8,NORMAL
2025-08-02,BG-BR 700,BR 700,Blowers,WH-OH-01,Midwest,31,30,1,35,7.0,LOW
2025-08-02,BG-BR 800,BR 800 C-E,Blowers,WH-OH-01,Midwest,58,55,3,35,15.8,NORMAL
2025-08-02,BG-BGA 200,BGA 200,Blowers,WH-OH-01,Midwest,117,106,11,35,34.3,NORMAL
2025-08-02,HS-82,HS 82 R,Hedge Trimmers,WH-OH-01,Midwest,106,94,12,20,40.9,NORMAL
2025-08-02,HS-87,HS 87 R,Hedge Trimmers,WH-OH-01,Midwest,12,12,0,20,4.7,CRITICAL
2025-08-02,HS-HL 91,HL 91 K,Hedge Trimmers,WH-OH-01,Midwest,30,28,2,20,16.1,NORMAL
2025-08-02,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-OH-01,Midwest,22,19,3,20,7.9,LOW
2025-08-02,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-OH-01,Midwest,38,33,5,20,19.2,NORMAL
2025-08-02,RM-RM 756,RM 756 GC,Lawn Mowers,WH-OH-01,Midwest,16,15,1,15,8.0,LOW
2025-08-02,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-OH-01,Midwest,17,15,2,15,10.0,LOW
2025-08-02,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-OH-01,Midwest,23,21,2,15,13.7,LOW
2025-08-02,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-OH-01,Midwest,36,32,4,15,16.2,NORMAL
2025-08-02,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-OH-01,Midwest,28,26,2,15,13.6,LOW
2025-08-02,KM-91,KM 91 R,Multi-System,WH-OH-01,Midwest,36,32,4,12,28.6,NORMAL
2025-08-02,KM-111,KM 111 R,Multi-System,WH-OH-01,Midwest,13,12,1,12,8.6,LOW
2025-08-02,KM-131,KM 131 R,Multi-System,WH-OH-01,Midwest,51,48,3,12,40.5,NORMAL
2025-08-02,KM-KMA 130,KMA 130 R,Multi-System,WH-OH-01,Midwest,34,29,5,12,25.1,NORMAL
2025-08-02,KM-KMA 135,KMA 135 R,Multi-System,WH-OH-01,Midwest,15,13,2,12,13.1,LOW
2025-08-02,ACC-AP 200,AP 200 Battery,Accessories,WH-OH-01,Midwest,230,207,23,100,20.3,NORMAL
2025-08-02,ACC-AP 300,AP 300 Battery,Accessories,WH-OH-01,Midwest,371,329,42,100,27.7,NORMAL
