snapshot_date,product_id,product_name,category,warehouse_id,region,quantity_on_hand,quantity_available,quantity_reserved,reorder_point,days_of_supply,status
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-TX-01,Southwest,81,71,10,20,48.8,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-TX-01,Southwest,89,83,6,20,47.3,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-TX-01,Southwest,68,62,6,15,46.6,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-TX-01,Southwest,67,61,6,15,46.5,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-TX-01,Southwest,65,56,9,15,47.1,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-TX-01,Southwest,87,80,7,15,46.8,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-TX-01,Southwest,63,57,6,15,45.7,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-TX-01,Southwest,65,61,4,12,46.4,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-TX-01,Southwest,57,51,6,12,48.3,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-TX-01,Southwest,47,41,6,12,47.0,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-TX-01,Southwest,57,52,5,12,48.3,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-TX-01,Southwest,58,52,6,12,48.3,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-TX-01,Southwest,508,435,73,100,48.3,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-TX-01,Southwest,525,451,74,100,46.3,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-TX-01,Southwest,445,399,46,100,48.1,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-TX-01,Southwest,469,422,47,100,46.5,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-TX-01,Southwest,533,470,63,100,45.6,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-TX-02,Southwest,123,107,16,30,48.8,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-TX-02,Southwest,111,99,12,30,46.2,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-TX-02,Southwest,134,115,19,30,47.5,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-TX-02,Southwest,125,114,11,30,46.6,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-TX-02,Southwest,144,130,14,30,47.7,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-TX-02,Southwest,123,117,6,30,48.4,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-TX-02,Southwest,213,184,29,40,47.5,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-TX-02,Southwest,180,167,13,40,45.9,NORMAL
2024-01-01,FS-131,FS 131 R,Trimmers,WH-TX-02,Southwest,192,175,17,40,47.1,NORMAL
2024-01-01,FS-240,FS 240,Trimmers,WH-TX-02,Southwest,229,209,20,40,48.1,NORMAL
2024-01-01,FS-560,FS 560 C-EM,Trimmers,WH-TX-02,Southwest,160,151,9,40,45.5,NORMAL
2024-01-01,FS-FSA 135,FSA 135,Trimmers,WH-TX-02,Southwest,154,144,10,40,46.7,NORMAL
2024-01-01,BG-BR 430,BR 430,Blowers,WH-TX-02,Southwest,146,137,9,35,48.0,NORMAL
2024-01-01,BG-BR 600,BR 600,Blowers,WH-TX-02,Southwest,152,137,15,35,47.2,NORMAL
2024-01-01,BG-BR 700,BR 700,Blowers,WH-TX-02,Southwest,185,170,15,35,48.7,NORMAL
2024-01-01,BG-BR 800,BR 800 C-E,Blowers,WH-TX-02,Southwest,197,171,26,35,46.7,NORMAL
2024-01-01,BG-BGA 200,BGA 200,Blowers,WH-TX-02,Southwest,198,176,22,35,48.1,NORMAL
2024-01-01,HS-82,HS 82 R,Hedge Trimmers,WH-TX-02,Southwest,77,72,5,20,47.0,NORMAL
2024-01-01,HS-87,HS 87 R,Hedge Trimmers,WH-TX-02,Southwest,104,98,6,20,47.3,NORMAL
2024-01-01,HS-HL 91,HL 91 K,Hedge Trimmers,WH-TX-02,Southwest,106,97,9,20,47.3,NORMAL
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-TX-02,Southwest,106,95,11,20,47.7,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-TX-02,Southwest,98,88,10,20,47.1,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-TX-02,Southwest,71,64,7,15,48.6,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-TX-02,Southwest,81,69,12,15,47.1,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-TX-02,Southwest,85,76,9,15,46.7,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-TX-02,Southwest,72,63,9,15,46.2,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-TX-02,Southwest,71,64,7,15,47.3,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-TX-02,Southwest,57,50,7,12,47.5,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-TX-02,Southwest,58,52,6,12,46.0,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-TX-02,Southwest,50,45,5,12,48.1,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-TX-02,Southwest,56,53,3,12,47.5,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-TX-02,Southwest,60,54,6,12,47.6,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-TX-02,Southwest,530,465,65,100,45.4,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-TX-02,Southwest,438,408,30,100,44.8,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-TX-02,Southwest,488,446,42,100,47.5,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-TX-02,Southwest,436,386,50,100,48.2,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-TX-02,Southwest,451,399,52,100,47.3,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-AZ-01,Southwest,154,140,14,30,47.8,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-AZ-01,Southwest,120,103,17,30,48.0,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-AZ-01,Southwest,128,116,12,30,46.7,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-AZ-01,Southwest,145,124,21,30,46.8,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-AZ-01,Southwest,116,107,9,30,46.8,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-AZ-01,Southwest,132,125,7,30,45.5,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-AZ-01,Southwest,165,146,19,40,48.0,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-AZ-01,Southwest,207,177,30,40,45.8,NORMAL
2024-01-01,FS-131,FS 131 R,Trimmers,WH-AZ-01,Southwest,213,200,13,40,47.5,NORMAL
2024-01-01,FS-240,FS 240,Trimmers,WH-AZ-01,Southwest,180,154,26,40,46.4,NORMAL
2024-01-01,FS-560,FS 560 C-EM,Trimmers,WH-AZ-01,Southwest,190,162,28,40,46.8,NORMAL
2024-01-01,FS-FSA 135,FSA 135,Trimmers,WH-AZ-01,Southwest,210,186,24,40,48.6,NORMAL
2024-01-01,BG-BR 430,BR 430,Blowers,WH-AZ-01,Southwest,197,171,26,35,46.2,NORMAL
2024-01-01,BG-BR 600,BR 600,Blowers,WH-AZ-01,Southwest,159,136,23,35,47.3,NORMAL
2024-01-01,BG-BR 700,BR 700,Blowers,WH-AZ-01,Southwest,189,163,26,35,48.0,NORMAL
2024-01-01,BG-BR 800,BR 800 C-E,Blowers,WH-AZ-01,Southwest,151,141,10,35,47.5,NORMAL
2024-01-01,BG-BGA 200,BGA 200,Blowers,WH-AZ-01,Southwest,173,153,20,35,46.5,NORMAL
2024-01-01,HS-82,HS 82 R,Hedge Trimmers,WH-AZ-01,Southwest,94,84,10,20,48.0,NORMAL
2024-01-01,HS-87,HS 87 R,Hedge Trimmers,WH-AZ-01,Southwest,99,85,14,20,46.3,NORMAL
2024-01-01,HS-HL 91,HL 91 K,Hedge Trimmers,WH-AZ-01,Southwest,81,71,10,20,46.6,NORMAL
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-AZ-01,Southwest,76,66,10,20,46.9,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-AZ-01,Southwest,96,84,12,20,46.6,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-AZ-01,Southwest,81,72,9,15,49.4,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-AZ-01,Southwest,89,80,9,15,47.3,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-AZ-01,Southwest,84,77,7,15,47.7,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-AZ-01,Southwest,69,60,9,15,47.3,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-AZ-01,Southwest,71,66,5,15,46.1,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-AZ-01,Southwest,51,48,3,12,48.1,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-AZ-01,Southwest,51,45,6,12,47.2,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-AZ-01,Southwest,55,51,4,12,46.6,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-AZ-01,Southwest,57,52,5,12,48.3,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-AZ-01,Southwest,53,49,4,12,46.5,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-AZ-01,Southwest,452,425,27,100,47.2,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-AZ-01,Southwest,541,496,45,100,46.7,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-AZ-01,Southwest,527,475,52,100,47.9,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-AZ-01,Southwest,436,379,57,100,48.4,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-AZ-01,Southwest,387,354,33,100,47.9,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-FL-01,Southeast,140,120,20,30,48.3,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-FL-01,Southeast,140,129,11,30,48.3,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-FL-01,Southeast,150,132,18,30,47.2,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-FL-01,Southeast,140,123,17,30,47.9,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-FL-01,Southeast,132,125,7,30,46.2,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-FL-01,Southeast,167,155,12,30,48.0,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-FL-01,Southeast,187,168,19,40,47.7,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-FL-01,Southeast,211,189,22,40,45.7,NORMAL
2024-01-01,FS-131,FS 131 R,Trimmers,WH-FL-01,Southeast,158,150,8,40,47.9,NORMAL
2024-01-01,FS-240,FS 240,Trimmers,WH-FL-01,Southeast,168,145,23,40,45.9,NORMAL
2024-01-01,FS-560,FS 560 C-EM,Trimmers,WH-FL-01,Southeast,157,141,16,40,48.5,NORMAL
2024-01-01,FS-FSA 135,FSA 135,Trimmers,WH-FL-01,Southeast,152,133,19,40,46.6,NORMAL
2024-01-01,BG-BR 430,BR 430,Blowers,WH-FL-01,Southeast,149,140,9,35,46.6,NORMAL
2024-01-01,BG-BR 600,BR 600,Blowers,WH-FL-01,Southeast,145,136,9,35,46.5,NORMAL
2024-01-01,BG-BR 700,BR 700,Blowers,WH-FL-01,Southeast,178,153,25,35,47.8,NORMAL
2024-01-01,BG-BR 800,BR 800 C-E,Blowers,WH-FL-01,Southeast,189,174,15,35,46.1,NORMAL
2024-01-01,BG-BGA 200,BGA 200,Blowers,WH-FL-01,Southeast,150,139,11,35,47.2,NORMAL
2024-01-01,HS-82,HS 82 R,Hedge Trimmers,WH-FL-01,Southeast,84,80,4,20,47.2,NORMAL
2024-01-01,HS-87,HS 87 R,Hedge Trimmers,WH-FL-01,Southeast,101,88,13,20,47.6,NORMAL
2024-01-01,HS-HL 91,HL 91 K,Hedge Trimmers,WH-FL-01,Southeast,81,75,6,20,47.1,NORMAL
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-FL-01,Southeast,90,78,12,20,46.4,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-FL-01,Southeast,81,70,11,20,47.6,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-FL-01,Southeast,66,61,5,15,46.5,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-FL-01,Southeast,88,77,11,15,46.8,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-FL-01,Southeast,69,64,5,15,47.9,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-FL-01,Southeast,62,55,7,15,48.4,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-FL-01,Southeast,71,64,7,15,47.3,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-FL-01,Southeast,57,52,5,12,46.7,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-FL-01,Southeast,45,42,3,12,45.0,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-FL-01,Southeast,51,46,5,12,49.0,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-FL-01,Southeast,57,50,7,12,46.7,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-FL-01,Southeast,67,59,8,12,47.2,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-FL-01,Southeast,390,347,43,100,46.1,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-FL-01,Southeast,438,394,44,100,46.6,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-FL-01,Southeast,473,425,48,100,46.1,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-FL-01,Southeast,499,447,52,100,47.3,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-FL-01,Southeast,432,375,57,100,46.9,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-GA-01,Southeast,147,128,19,30,46.8,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-GA-01,Southeast,118,101,17,30,45.4,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-GA-01,Southeast,163,151,12,30,47.1,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-GA-01,Southeast,134,122,12,30,47.9,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-GA-01,Southeast,117,111,6,30,48.3,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-GA-01,Southeast,157,149,8,30,49.4,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-GA-01,Southeast,203,182,21,40,48.3,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-GA-01,Southeast,210,194,16,40,46.5,NORMAL
2024-01-01,FS-131,FS 131 R,Trimmers,WH-GA-01,Southeast,210,188,22,40,47.5,NORMAL
2024-01-01,FS-240,FS 240,Trimmers,WH-GA-01,Southeast,200,173,27,40,47.4,NORMAL
2024-01-01,FS-560,FS 560 C-EM,Trimmers,WH-GA-01,Southeast,178,156,22,40,46.6,NORMAL
2024-01-01,FS-FSA 135,FSA 135,Trimmers,WH-GA-01,Southeast,204,180,24,40,47.7,NORMAL
2024-01-01,BG-BR 430,BR 430,Blowers,WH-GA-01,Southeast,198,171,27,35,48.3,NORMAL
2024-01-01,BG-BR 600,BR 600,Blowers,WH-GA-01,Southeast,153,143,10,35,45.8,NORMAL
2024-01-01,BG-BR 700,BR 700,Blowers,WH-GA-01,Southeast,192,165,27,35,47.8,NORMAL
2024-01-01,BG-BR 800,BR 800 C-E,Blowers,WH-GA-01,Southeast,168,154,14,35,48.0,NORMAL
2024-01-01,BG-BGA 200,BGA 200,Blowers,WH-GA-01,Southeast,175,159,16,35,47.8,NORMAL
2024-01-01,HS-82,HS 82 R,Hedge Trimmers,WH-GA-01,Southeast,103,91,12,20,47.7,NORMAL
2024-01-01,HS-87,HS 87 R,Hedge Trimmers,WH-GA-01,Southeast,85,76,9,20,46.7,NORMAL
2024-01-01,HS-HL 91,HL 91 K,Hedge Trimmers,WH-GA-01,Southeast,91,83,8,20,46.4,NORMAL
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-GA-01,Southeast,90,82,8,20,46.4,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-GA-01,Southeast,101,88,13,20,48.1,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-GA-01,Southeast,89,79,10,15,46.8,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-GA-01,Southeast,82,72,10,15,49.4,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-GA-01,Southeast,79,70,9,15,47.0,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-GA-01,Southeast,74,70,4,15,46.3,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-GA-01,Southeast,84,75,9,15,47.7,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-GA-01,Southeast,60,57,3,12,47.6,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-GA-01,Southeast,52,47,5,12,46.4,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-GA-01,Southeast,51,44,7,12,49.0,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-GA-01,Southeast,47,45,2,12,47.0,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-GA-01,Southeast,49,44,5,12,47.1,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-GA-01,Southeast,553,476,77,100,47.3,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-GA-01,Southeast,442,390,52,100,48.3,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-GA-01,Southeast,419,396,23,100,45.5,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-GA-01,Southeast,402,361,41,100,46.5,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-GA-01,Southeast,500,463,37,100,47.7,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-NC-01,Southeast,139,129,10,30,45.7,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-NC-01,Southeast,162,145,17,30,48.2,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-NC-01,Southeast,165,148,17,30,46.6,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-NC-01,Southeast,134,115,19,30,46.9,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-NC-01,Southeast,172,158,14,30,48.6,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-NC-01,Southeast,135,126,9,30,48.6,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-NC-01,Southeast,230,213,17,40,48.5,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-NC-01,Southeast,190,180,10,40,47.3,NORMAL
2024-01-01,FS-131,FS 131 R,Trimmers,WH-NC-01,Southeast,214,193,21,40,48.2,NORMAL
2024-01-01,FS-240,FS 240,Trimmers,WH-NC-01,Southeast,186,163,23,40,48.2,NORMAL
2024-01-01,FS-560,FS 560 C-EM,Trimmers,WH-NC-01,Southeast,159,144,15,40,45.2,NORMAL
2024-01-01,FS-FSA 135,FSA 135,Trimmers,WH-NC-01,Southeast,212,194,18,40,47.5,NORMAL
2024-01-01,BG-BR 430,BR 430,Blowers,WH-NC-01,Southeast,162,154,8,35,47.4,NORMAL
2024-01-01,BG-BR 600,BR 600,Blowers,WH-NC-01,Southeast,166,149,17,35,48.3,NORMAL
2024-01-01,BG-BR 700,BR 700,Blowers,WH-NC-01,Southeast,173,155,18,35,46.0,NORMAL
2024-01-01,BG-BR 800,BR 800 C-E,Blowers,WH-NC-01,Southeast,170,145,25,35,47.2,NORMAL
2024-01-01,BG-BGA 200,BGA 200,Blowers,WH-NC-01,Southeast,148,133,15,35,48.7,NORMAL
2024-01-01,HS-82,HS 82 R,Hedge Trimmers,WH-NC-01,Southeast,101,90,11,20,47.6,NORMAL
2024-01-01,HS-87,HS 87 R,Hedge Trimmers,WH-NC-01,Southeast,111,95,16,20,47.4,NORMAL
2024-01-01,HS-HL 91,HL 91 K,Hedge Trimmers,WH-NC-01,Southeast,108,98,10,20,46.6,NORMAL
2024-01-01,HS-HL 92,HL 92 C-E,Hedge Trimmers,WH-NC-01,Southeast,113,102,11,20,47.5,NORMAL
2024-01-01,HS-HL 94,HL 94 C-E,Hedge Trimmers,WH-NC-01,Southeast,105,99,6,20,47.7,NORMAL
2024-01-01,RM-RM 756,RM 756 GC,Lawn Mowers,WH-NC-01,Southeast,71,68,3,15,48.0,NORMAL
2024-01-01,RM-RMA 765,RMA 765 V,Lawn Mowers,WH-NC-01,Southeast,66,63,3,15,48.5,NORMAL
2024-01-01,RM-iMOW 5,iMOW RMI 422,Lawn Mowers,WH-NC-01,Southeast,92,84,8,15,48.9,NORMAL
2024-01-01,RM-iMOW 6,iMOW RMI 522 C,Lawn Mowers,WH-NC-01,Southeast,74,69,5,15,46.8,NORMAL
2024-01-01,RM-iMOW 7,iMOW RMI 632,Lawn Mowers,WH-NC-01,Southeast,70,62,8,15,46.7,NORMAL
2024-01-01,KM-91,KM 91 R,Multi-System,WH-NC-01,Southeast,58,51,7,12,46.0,NORMAL
2024-01-01,KM-111,KM 111 R,Multi-System,WH-NC-01,Southeast,58,51,7,12,46.8,NORMAL
2024-01-01,KM-131,KM 131 R,Multi-System,WH-NC-01,Southeast,48,46,2,12,48.0,NORMAL
2024-01-01,KM-KMA 130,KMA 130 R,Multi-System,WH-NC-01,Southeast,60,54,6,12,48.4,NORMAL
2024-01-01,KM-KMA 135,KMA 135 R,Multi-System,WH-NC-01,Southeast,58,55,3,12,47.5,NORMAL
2024-01-01,ACC-AP 200,AP 200 Battery,Accessories,WH-NC-01,Southeast,534,461,73,100,45.8,NORMAL
2024-01-01,ACC-AP 300,AP 300 Battery,Accessories,WH-NC-01,Southeast,431,390,41,100,47.5,NORMAL
2024-01-01,ACC-AP 500,AP 500 S Battery,Accessories,WH-NC-01,Southeast,416,394,22,100,45.1,NORMAL
2024-01-01,ACC-AL 500,AL 500 High-Speed Charger,Accessories,WH-NC-01,Southeast,473,417,56,100,47.0,NORMAL
2024-01-01,ACC-PPE-BOOTS,ProMark Chainsaw Boots,Accessories,WH-NC-01,Southeast,537,501,36,100,47.7,NORMAL
2024-01-01,MS-271,MS 271 Farm Boss,Chainsaws,WH-OH-01,Midwest,113,101,12,30,46.3,NORMAL
2024-01-01,MS-461,MS 461,Chainsaws,WH-OH-01,Midwest,122,107,15,30,47.7,NORMAL
2024-01-01,MS-462,MS 462 C-M,Chainsaws,WH-OH-01,Midwest,162,146,16,30,46.8,NORMAL
2024-01-01,MS-500i,MS 500i,Chainsaws,WH-OH-01,Midwest,126,110,16,30,47.7,NORMAL
2024-01-01,MS-661,MS 661 C-M,Chainsaws,WH-OH-01,Midwest,149,141,8,30,47.5,NORMAL
2024-01-01,MS-881,MS 881,Chainsaws,WH-OH-01,Midwest,130,114,16,30,47.1,NORMAL
2024-01-01,FS-91,FS 91 R,Trimmers,WH-OH-01,Midwest,170,161,9,40,47.0,NORMAL
2024-01-01,FS-111,FS 111 R,Trimmers,WH-OH-01,Midwest,177,160,17,40,46.3,NORMAL
